brand,price,sales,feat
tropicana,2.49,19456.0000006636,1
tropicana,2.64,10047.9999999198,0
tropicana,3.19,6336.00000003636,0
tropicana,2.79,16192.0000002074,1
tropicana,2.97,5824.00000013674,0
minute.maid,3.17,4479.99999995954,0
minute.maid,3.17,4671.99999996233,0
minute.maid,2.39,20160.0000002962,1
minute.maid,3.17,2687.99999988431,0
minute.maid,3.17,3008.00000009105,0
minute.maid,3.17,4671.99999996233,0
minute.maid,3.17,2752.0000001287,0
minute.maid,2.19,26175.9999894648,1
minute.maid,3.17,3711.99999997739,0
minute.maid,1.99,30656.0000070329,1
minute.maid,2.98,3840.00000007,0
minute.maid,3.17,2816.00000006214,0
minute.maid,1.99,23104.0000071032,1
minute.maid,3.17,3391.99999995999,0
minute.maid,1.99,26304.0000037902,1
minute.maid,1.99,6336.00000003636,0
minute.maid,3.17,9920.00000020912,0
minute.maid,1.99,25279.9999934071,1
minute.maid,1.99,14847.9999996142,0
minute.maid,1.99,12288.0000001542,0
minute.maid,1.99,6271.99999981031,0
minute.maid,1.99,9151.99999982081,0
minute.maid,2.59,4160.00000018591,0
minute.maid,2.59,10176.0000002045,0
minute.maid,1.99,29055.999988348,1
minute.maid,2.59,7104.00000019887,0
minute.maid,2.49,7488.00000031879,0
minute.maid,2.49,4224.00000005872,0
minute.maid,2.49,8960.00000027798,0
minute.maid,1.99,22464.0000039191,1
minute.maid,2.59,3840.00000007,0
minute.maid,2.59,12991.999999981,0
minute.maid,1.69,70144.0000092848,1
minute.maid,1.69,21248.0000005065,0
minute.maid,2.59,5696.00000004664,1
minute.maid,2.09,7679.9999996796,0
minute.maid,2.09,6336.00000003636,0
minute.maid,2.09,8575.99999990925,0
minute.maid,2.09,15104.0000002223,0
minute.maid,1.39,76480.0000210104,1
minute.maid,2.39,5055.99999986504,0
minute.maid,2.39,4736.00000017124,0
minute.maid,2.39,4479.99999995954,0
minute.maid,2.39,4032.00000019675,0
minute.maid,1.79,14784.000000274,1
minute.maid,2.39,12095.9999997664,0
minute.maid,1.69,41792.000015208,1
minute.maid,1.69,10560.0000004197,0
minute.maid,2.39,4224.00000005872,0
minute.maid,2.39,2879.99999991362,0
minute.maid,2.39,3967.9999999811,0
minute.maid,2.39,3711.99999997739,0
minute.maid,2.39,2816.00000006214,0
minute.maid,2.39,4288.00000021167,0
minute.maid,1.99,18239.9999994834,1
minute.maid,1.95,7359.99999983129,0
minute.maid,1.83,7808.00000005521,0
minute.maid,1.79,13503.9999995174,0
minute.maid,1.91,10047.9999999198,0
minute.maid,1.69,135936.000037858,1
minute.maid,2.39,5055.99999986504,0
minute.maid,1.49,27967.9999872672,0
minute.maid,2.39,4736.00000017124,0
minute.maid,2.14,7808.00000005521,0
minute.maid,1.99,12479.9999997077,0
minute.maid,1.99,9664.0000002455,0
minute.maid,2.06,7168.00000032424,0
minute.maid,2.39,4479.99999995954,0
minute.maid,2.22,5951.99999992306,0
minute.maid,1.99,21695.9999991295,1
minute.maid,1.99,12032.0000001249,0
minute.maid,2.12,7040.0000003373,0
minute.maid,2.49,10240.0000000666,1
minute.maid,2.49,6847.99999985223,1
minute.maid,2.61,3967.9999999811,0
minute.maid,2.26,5887.9999999487,0
minute.maid,1.99,6208.00000022936,0
minute.maid,1.99,72256.0000354536,1
minute.maid,2.11,11519.9999994253,0
minute.maid,2.35,5824.00000013674,0
minute.maid,1.99,19392.0000006004,1
minute.maid,2.1,9535.99999995108,0
minute.maid,2.28,5312.00000023229,0
minute.maid,1.9,14527.9999994033,1
minute.maid,2.12,12415.9999997144,0
minute.maid,2.79,5375.99999998395,0
minute.maid,2.09,19008.0000007153,1
minute.maid,2.79,3903.99999987123,0
minute.maid,2.79,6336.00000003636,0
minute.maid,2.79,5439.99999972807,0
minute.maid,2.09,22400.0000035139,1
minute.maid,2.84,3967.9999999811,0
minute.maid,2.89,3264.00000005223,0
minute.maid,2.89,4351.9999998443,0
minute.maid,2.89,4479.99999995954,0
minute.maid,2.52,3840.00000007,0
minute.maid,2,13312.0000005193,1
minute.maid,2.33,3776.00000013068,1
minute.maid,2.89,4800.00000001929,0
minute.maid,2.29,24959.9999879352,1
minute.maid,2.86,4543.99999999551,0
minute.maid,2.81,3967.9999999811,1
minute.maid,1.99,49600.0000142343,1
minute.maid,1.94,23487.9999902703,1
minute.maid,1.69,19008.0000007153,0
minute.maid,1.81,11583.9999997046,0
minute.maid,1.99,26752.0000030918,1
minute.maid,2.83,3903.99999987123,0
minute.maid,2.67,3711.99999997739,0
minute.maid,2.19,41215.9999808747,1
dominicks,1.59,10560.0000004197,1
dominicks,2.69,8000.00000030421,0
dominicks,2.09,6847.99999985223,1
dominicks,2.09,2879.99999991362,0
dominicks,2.09,1599.9999999554,0
dominicks,1.89,25344.0000097789,1
dominicks,1.89,10752.0000003986,0
dominicks,1.89,6655.99999999305,0
dominicks,1.79,6592.00000007048,0
dominicks,2.69,1728.00000006221,0
dominicks,1.24,33791.999997772,1
dominicks,1.59,1919.99999995809,0
dominicks,1.59,8960.00000027798,1
dominicks,1.29,11392.0000005496,0
dominicks,0.99,28416.0000059135,0
dominicks,1.59,17152.0000005055,1
dominicks,2.49,26560.0000108798,1
dominicks,2.69,6336.00000003636,0
dominicks,1.39,26368.0000076678,1
dominicks,2.69,896.000000022462,0
dominicks,2.69,1472.00000001645,0
dominicks,2.69,1344.00000002272,0
dominicks,0.99,111680.000000424,1
dominicks,2.69,1855.99999991435,0
dominicks,2.69,5567.99999992063,0
dominicks,1.49,32063.9999857464,1
dominicks,1.49,4351.9999998443,0
dominicks,2.69,704.000000029538,0
dominicks,2.69,13760.0000001743,0
dominicks,1.09,43327.9999882171,1
dominicks,1.09,57600.0000182026,1
dominicks,2.69,704.000000029538,0
dominicks,2.69,6015.99999982147,0
dominicks,1.59,10368.0000000824,1
dominicks,1.59,12608.0000000295,0
dominicks,1.59,6336.00000003636,0
dominicks,0.99,140736.000012042,1
dominicks,2.69,960.000000036593,1
dominicks,2.69,1215.99999996825,0
dominicks,2.69,1664.00000003136,0
dominicks,2.69,4991.99999975407,0
dominicks,1.59,27967.9999872672,1
dominicks,1.59,12159.9999997549,0
dominicks,2.69,2239.99999989005,0
dominicks,1.49,5503.99999992746,1
dominicks,1.29,8831.99999985094,0
dominicks,1.99,2624.00000009452,0
dominicks,1.99,10432.0000003502,0
dominicks,1.59,8319.99999987309,0
dominicks,1.99,6784.00000019172,0
dominicks,0.99,60543.9999750831,1
dominicks,0.99,20607.9999999159,0
dominicks,1.39,16064.0000001373,0
dominicks,1.39,12479.9999997077,0
dominicks,1.39,17023.9999992957,0
dominicks,1.59,13440.0000003072,1
dominicks,1.59,10112.0000001351,0
dominicks,1.56,9088.00000035504,0
dominicks,1.49,22847.999996817,1
dominicks,1.65,6976.00000007802,0
dominicks,1.99,4160.00000018591,0
dominicks,1.83,3327.99999986322,0
dominicks,1.69,12095.9999997664,1
dominicks,1.76,6208.00000022936,0
dominicks,1.99,3008.00000009105,0
dominicks,1.5,19456.0000006636,1
dominicks,1.59,16767.9999996517,0
dominicks,1.59,13567.9999995701,1
dominicks,1.61,6080.00000024191,0
dominicks,1.69,10432.0000003502,1
dominicks,1.69,11711.9999999872,0
dominicks,1.76,4032.00000019675,0
dominicks,1.82,6336.00000003636,0
dominicks,1.47,13632.0000004213,0
dominicks,1.29,45119.999992242,0
dominicks,1.39,9983.99999990806,0
dominicks,1.82,4800.00000001929,0
dominicks,1.69,11776.0000003691,0
dominicks,1.54,11583.9999997046,0
dominicks,1.39,51263.9999780574,1
dominicks,1.44,14975.9999997398,0
dominicks,1.59,30783.9999856721,0
dominicks,1.6,12479.9999997077,0
dominicks,1.99,3264.00000005223,0
dominicks,1.48,8768.000000107,0
dominicks,1.29,70847.9999951605,1
dominicks,1.42,18559.999999254,0
dominicks,1.99,9151.99999982081,0
dominicks,2,9600.00000042309,0
dominicks,2.09,4800.00000001929,0
dominicks,1.69,9664.0000002455,0
dominicks,1.69,45568.0000104056,0
dominicks,1.74,20991.9999990802,0
dominicks,2.09,6592.00000007048,0
dominicks,2.05,4991.99999975407,0
dominicks,1.24,8063.99999991008,0
dominicks,1.61,7359.99999983129,0
dominicks,1.4,10047.9999999198,0
dominicks,1.91,10112.0000001351,0
dominicks,1.69,9151.99999982081,0
dominicks,1.49,36287.9999968276,1
dominicks,1.99,3776.00000013068,1
dominicks,1.97,3327.99999986322,0
dominicks,1.36,13823.999999394,0
dominicks,1.19,9023.99999965854,0
dominicks,2.09,2048.00000008315,0
dominicks,2.09,1983.99999991108,0
dominicks,1.77,4160.00000018591,0
dominicks,1.49,35264.0000171882,0
dominicks,1.82,8640.00000001641,0
tropicana,3.66,5887.9999999487,0
tropicana,3.66,6976.00000007802,0
tropicana,3.66,6527.99999971314,0
tropicana,3.66,4927.99999993418,0
tropicana,3.66,5312.00000023229,0
tropicana,3.66,5119.99999982821,0
tropicana,3.66,7936.00000028007,0
tropicana,3.66,6080.00000024191,0
tropicana,3.66,4160.00000018591,0
tropicana,3.66,5887.9999999487,0
tropicana,3.29,9535.99999995108,0
tropicana,3.29,8319.99999987309,0
tropicana,3.29,8000.00000030421,0
tropicana,3.66,5824.00000013674,0
tropicana,3.29,10623.9999998277,1
tropicana,3.29,6655.99999999305,0
tropicana,3.51,5183.99999983354,0
tropicana,3.51,4927.99999993418,0
tropicana,3.51,5887.9999999487,0
tropicana,3.51,5312.00000023229,0
tropicana,3.66,9983.99999990806,0
tropicana,2.99,8447.99999961103,0
tropicana,2.99,10879.9999998919,0
tropicana,3.39,5696.00000004664,0
tropicana,3.39,5696.00000004664,0
tropicana,2.39,32384.0000114271,0
tropicana,2.39,10752.0000003986,0
tropicana,3.39,6912.00000011134,0
tropicana,2.59,13440.0000003072,0
tropicana,2.59,7808.00000005521,0
tropicana,3.39,5247.99999987445,0
tropicana,3.39,6208.00000022936,0
tropicana,2.49,21440.0000003272,0
tropicana,3.39,7359.99999983129,0
tropicana,3.39,6719.99999988444,0
tropicana,3.39,6655.99999999305,0
tropicana,3.39,6015.99999982147,0
tropicana,3.39,6143.99999983099,0
tropicana,3.39,4927.99999993418,0
tropicana,1.69,67712.0000150378,1
tropicana,3.39,8640.00000001641,0
tropicana,1.99,35519.9999962311,1
tropicana,3.39,9664.0000002455,0
tropicana,1.99,49088.0000134045,1
tropicana,1.99,14911.9999996216,0
tropicana,3.39,6463.99999999398,0
tropicana,2.29,25023.9999913658,1
tropicana,3.39,6271.99999981031,0
tropicana,3.39,5055.99999986504,0
tropicana,1.99,47615.9999908214,0
tropicana,1.99,13887.9999999982,0
tropicana,3.39,6143.99999983099,0
tropicana,3.39,9344.00000029892,0
tropicana,1.99,32896.0000060911,0
tropicana,1.99,21055.9999994727,0
tropicana,1.99,15359.9999999745,0
tropicana,3.39,8000.00000030421,1
tropicana,2.19,21119.9999995734,0
tropicana,2.19,11904.0000003229,0
tropicana,3.39,5055.99999986504,0
tropicana,3.39,4608.00000011185,0
tropicana,3.39,6015.99999982147,0
tropicana,1.99,50752.0000002781,1
tropicana,3.39,5631.99999978667,0
tropicana,3.39,6399.99999969431,0
tropicana,2.99,5439.99999972807,0
tropicana,2.94,8127.99999985156,0
tropicana,2.94,7232.0000002024,0
tropicana,2.94,7168.00000032424,0
tropicana,2.94,7871.9999997474,0
tropicana,2.99,7551.99999980866,0
tropicana,1.99,69504.0000101787,1
tropicana,2.99,8960.00000027798,0
tropicana,2.99,6912.00000011134,0
tropicana,2.99,6655.99999999305,0
tropicana,2.99,8192.00000016967,0
tropicana,2.39,13440.0000003072,0
tropicana,2.39,12159.9999997549,0
tropicana,2.29,11839.9999995501,0
tropicana,2.29,8640.00000001641,0
tropicana,2.99,5887.9999999487,0
tropicana,2.99,7424.00000025214,0
tropicana,2.99,5631.99999978667,0
tropicana,1.99,33600.0000016365,1
tropicana,2.99,5375.99999998395,0
tropicana,1.99,54271.9999917737,1
tropicana,1.79,33600.0000016365,0
tropicana,1.79,24448.0000008252,0
tropicana,1.79,22783.9999951766,0
tropicana,2.99,19008.0000007153,0
tropicana,2.5,15808.0000001952,1
tropicana,2.5,14144.0000003193,0
tropicana,2.99,9600.00000042309,0
tropicana,2.99,10112.0000001351,0
tropicana,2.24,31871.9999877508,1
tropicana,2.99,9280.00000018331,0
tropicana,2.99,7679.9999996796,0
tropicana,2.99,8704.00000003721,0
tropicana,2.99,9920.00000020912,0
tropicana,2.49,91967.999959654,1
tropicana,2.49,44095.9999835376,0
tropicana,2.99,7296.0000003344,1
tropicana,2.69,12928.0000005058,0
tropicana,2.99,6847.99999985223,0
tropicana,2.99,8063.99999991008,0
tropicana,2.99,4991.99999975407,0
tropicana,2.99,7359.99999983129,0
tropicana,2.89,8384.00000032845,1
tropicana,2.99,8831.99999985094,0
tropicana,2.79,17727.9999991666,1
tropicana,2.99,9600.00000042309,0
tropicana,2.49,25664.0000085656,1
tropicana,2.49,9983.99999990806,0
tropicana,2.99,8575.99999990925,0
tropicana,2.78,13183.9999993507,1
tropicana,2.78,7488.00000031879,0
minute.maid,2.99,4224.00000005872,0
minute.maid,2.99,4351.9999998443,0
minute.maid,2.99,4927.99999993418,0
minute.maid,2.59,31167.9999862156,1
minute.maid,2.99,10047.9999999198,0
minute.maid,2.39,21760.0000006554,1
minute.maid,2.99,4543.99999999551,0
minute.maid,1.99,52223.999983091,1
minute.maid,2.99,3584.00000001856,0
minute.maid,2.99,5119.99999982821,0
minute.maid,2.99,4416.00000019019,0
minute.maid,2.19,30208.0000016546,1
minute.maid,2.99,4160.00000018591,0
minute.maid,2.99,4991.99999975407,0
minute.maid,2.99,13951.9999993197,0
minute.maid,1.99,47680.0000124334,1
minute.maid,2.69,7616.00000021933,0
minute.maid,2.99,8896.00000008573,0
minute.maid,1.99,28543.9999891608,1
minute.maid,2.99,5439.99999972807,0
minute.maid,1.99,52415.999988849,1
minute.maid,1.99,11711.9999999872,0
minute.maid,2.99,13951.9999993197,0
minute.maid,1.99,36160.000017859,1
minute.maid,1.99,12863.9999997588,0
minute.maid,1.99,22207.9999931926,0
minute.maid,1.99,9983.99999990806,0
minute.maid,1.99,14016.000000334,0
minute.maid,2.46,6080.00000024191,0
minute.maid,2.46,7808.00000005521,0
minute.maid,1.99,40896.0000107472,1
minute.maid,2.46,6271.99999981031,0
minute.maid,2.41,7871.9999997474,0
minute.maid,2.41,6143.99999983099,0
minute.maid,2.41,8447.99999961103,0
minute.maid,1.99,18687.9999994776,1
minute.maid,2.46,6271.99999981031,0
minute.maid,2.46,12095.9999997664,0
minute.maid,1.69,73215.999978078,1
minute.maid,1.69,18944.0000003082,0
minute.maid,2.46,6399.99999969431,1
minute.maid,2.09,8640.00000001641,0
minute.maid,2.09,7296.0000003344,0
minute.maid,2.09,12479.9999997077,0
minute.maid,2.09,14144.0000003193,0
minute.maid,1.39,88255.9999864992,1
minute.maid,2.26,6847.99999985223,0
minute.maid,2.26,7808.00000005521,0
minute.maid,2.26,6271.99999981031,0
minute.maid,2.26,6143.99999983099,0
minute.maid,1.69,27775.9999872209,1
minute.maid,2.26,20800.0000002203,0
minute.maid,1.69,45696.0000137428,1
minute.maid,1.69,14335.9999997891,0
minute.maid,2.26,4927.99999993418,0
minute.maid,2.26,4608.00000011185,0
minute.maid,2.26,5247.99999987445,0
minute.maid,2.26,4224.00000005872,0
minute.maid,2.26,4288.00000021167,0
minute.maid,2.26,16895.9999998988,0
minute.maid,1.29,77184.0000272611,1
minute.maid,2.26,5183.99999983354,0
minute.maid,2.26,5247.99999987445,0
minute.maid,1.99,20672.0000003653,1
minute.maid,1.89,12352.0000004378,0
minute.maid,1.79,12032.0000001249,0
minute.maid,1.79,13440.0000003072,0
minute.maid,2.26,5824.00000013674,0
minute.maid,1.49,50111.999982437,0
minute.maid,2.26,5183.99999983354,0
minute.maid,2.26,8384.00000032845,0
minute.maid,1.99,10112.0000001351,0
minute.maid,1.99,8384.00000032845,0
minute.maid,1.99,11455.9999999951,0
minute.maid,2.26,5951.99999992306,0
minute.maid,2.26,8512.0000001581,0
minute.maid,1.99,27967.9999872672,1
minute.maid,1.99,23999.999992078,0
minute.maid,1.99,6847.99999985223,0
minute.maid,2.49,15104.0000002223,1
minute.maid,2.49,11392.0000005496,1
minute.maid,2.49,5824.00000013674,0
minute.maid,2.66,7488.00000031879,0
minute.maid,1.99,8319.99999987309,0
minute.maid,1.99,99904.0000124777,1
minute.maid,1.99,6976.00000007802,0
minute.maid,2.66,9983.99999990806,0
minute.maid,1.99,32832.0000154166,1
minute.maid,1.99,8127.99999985156,0
minute.maid,2.66,6463.99999999398,0
minute.maid,1.99,36799.9999942216,1
minute.maid,1.99,12928.0000005058,0
minute.maid,2.66,7424.00000025214,0
minute.maid,1.99,34175.9999890682,1
minute.maid,2.66,4160.00000018591,0
minute.maid,2.66,5951.99999992306,0
minute.maid,2.66,6527.99999971314,0
minute.maid,1.99,30656.0000070329,1
minute.maid,2.66,6655.99999999305,0
minute.maid,2.69,4416.00000019019,0
minute.maid,2.69,5696.00000004664,0
minute.maid,2.69,5696.00000004664,0
minute.maid,2.01,39679.9999841753,1
minute.maid,2.19,6208.00000022936,1
minute.maid,2.69,7871.9999997474,0
minute.maid,2.29,54527.9999896949,1
minute.maid,2.69,6399.99999969431,0
minute.maid,2.65,5887.9999999487,1
minute.maid,1.99,56383.9999833187,1
minute.maid,1.99,27071.9999890101,1
minute.maid,1.69,3840.00000007,0
minute.maid,1.69,6143.99999983099,0
minute.maid,1.99,36415.9999823017,1
minute.maid,2.69,5439.99999972807,0
minute.maid,2.49,7679.9999996796,0
minute.maid,2.19,50304.0000106203,1
dominicks,1.59,1791.9999999375,1
dominicks,2.49,2496.00000002666,0
dominicks,2.49,2943.99999985643,0
dominicks,2.49,1024.00000000056,0
dominicks,2.49,4224.00000005872,0
dominicks,2.09,4543.99999999551,1
dominicks,2.09,1728.00000006221,0
dominicks,2.09,1215.99999996825,0
dominicks,2.09,1152.00000005088,0
dominicks,1.89,30143.9999886632,1
dominicks,1.89,8960.00000027798,0
dominicks,1.89,8192.00000016967,0
dominicks,1.79,6527.99999971314,0
dominicks,1.79,34688.0000069612,1
dominicks,1.79,4671.99999996233,0
dominicks,2.49,1087.99999998271,0
dominicks,1.24,69439.999976791,1
dominicks,1.59,1279.99999998251,0
dominicks,1.59,35455.9999962077,1
dominicks,1.29,13823.999999394,0
dominicks,0.99,14207.999999546,0
dominicks,1.59,29311.9999861103,1
dominicks,2.49,52992.0000135166,1
dominicks,2.19,15679.999999931,0
dominicks,1.39,43520.0000204621,1
dominicks,2.19,3903.99999987123,0
dominicks,2.19,896.000000022462,0
dominicks,2.19,2239.99999989005,0
dominicks,0.99,125760.000042377,1
dominicks,2.19,1407.99999997467,0
dominicks,2.19,7232.0000002024,0
dominicks,1.49,41215.9999808747,1
dominicks,1.49,9023.99999965854,0
dominicks,2.19,1599.9999999554,0
dominicks,2.19,2496.00000002666,0
dominicks,1.99,6336.00000003636,1
dominicks,1.09,56383.9999833187,1
dominicks,2.19,1599.9999999554,0
dominicks,2.19,2943.99999985643,0
dominicks,1.59,13503.9999995174,1
dominicks,1.59,5375.99999998395,0
dominicks,1.59,6655.99999999305,0
dominicks,0.99,95679.9999823509,1
dominicks,2.19,896.000000022462,1
dominicks,2.19,1728.00000006221,0
dominicks,2.19,1279.99999998251,0
dominicks,2.19,5696.00000004664,0
dominicks,1.59,28287.9999876277,1
dominicks,1.59,4863.99999977624,0
dominicks,2.09,2879.99999991362,0
dominicks,1.41,5760.00000005797,1
dominicks,1.29,15039.9999999424,0
dominicks,1.89,5119.99999982821,0
dominicks,1.89,3264.00000005223,0
dominicks,1.59,9535.99999995108,1
dominicks,1.59,6208.00000022936,0
dominicks,1.89,6592.00000007048,0
dominicks,0.99,63551.9999742713,1
dominicks,0.99,27967.9999872672,0
dominicks,1.49,21760.0000006554,1
dominicks,1.49,2687.99999988431,0
dominicks,1.39,10432.0000003502,0
dominicks,1.39,9792.00000046896,0
dominicks,1.39,8447.99999961103,0
dominicks,1.58,6912.00000011134,0
dominicks,1.58,8255.99999982379,0
dominicks,1.58,28672.000006461,1
dominicks,1.58,4416.00000019019,0
dominicks,1.58,1855.99999991435,0
dominicks,1.58,6527.99999971314,1
dominicks,1.58,6080.00000024191,0
dominicks,1.58,3455.99999991724,0
dominicks,1.58,25855.9999917048,1
dominicks,1.58,25728.0000005482,0
dominicks,1.58,23552.0000111024,1
dominicks,1.58,2943.99999985643,0
dominicks,1.58,5887.9999999487,1
dominicks,1.58,6847.99999985223,0
dominicks,1.58,1791.9999999375,0
dominicks,1.58,5247.99999987445,0
dominicks,1.58,16767.9999996517,0
dominicks,1.58,52160.0000208361,0
dominicks,1.58,16640.0000004127,0
dominicks,1.58,1344.00000002272,0
dominicks,1.58,4608.00000011185,0
dominicks,1.58,12672.0000005803,0
dominicks,1.58,48640.0000175081,1
dominicks,1.58,13247.9999996683,0
dominicks,1.58,29247.9999925746,0
dominicks,1.58,4608.00000011185,0
dominicks,1.58,3136.00000009314,0
dominicks,1.58,13183.9999993507,0
dominicks,1.29,67712.0000150378,1
dominicks,1.29,18880.0000000096,0
dominicks,1.89,6208.00000022936,0
dominicks,1.89,5951.99999992306,0
dominicks,1.99,4160.00000018591,0
dominicks,1.69,23487.9999902703,0
dominicks,1.69,60480.0000088655,0
dominicks,1.69,20415.9999990912,0
dominicks,1.99,6336.00000003636,0
dominicks,1.99,1407.99999997467,0
dominicks,1.99,4671.99999996233,0
dominicks,1.29,19520.0000006425,0
dominicks,1.99,7871.9999997474,0
dominicks,1.69,5183.99999983354,0
dominicks,1.49,42239.9999839428,1
dominicks,1.89,6592.00000007048,1
dominicks,1.99,2111.99999994477,0
dominicks,1.79,21248.0000005065,0
dominicks,1.29,1855.99999991435,0
dominicks,1.99,3711.99999997739,0
dominicks,1.85,2687.99999988431,0
dominicks,1.85,6463.99999999398,0
dominicks,1.49,40896.0000107472,0
dominicks,1.85,6143.99999983099,0
tropicana,3.19,8896.00000008573,0
tropicana,3.19,7296.0000003344,0
tropicana,3.19,10368.0000000824,0
tropicana,3.19,6976.00000007802,0
tropicana,3.19,6463.99999999398,0
tropicana,3.19,8192.00000016967,0
tropicana,3.19,7936.00000028007,0
tropicana,3.19,6655.99999999305,0
tropicana,3.19,8255.99999982379,0
tropicana,3.19,5567.99999992063,0
tropicana,3.19,7488.00000031879,0
tropicana,3.19,6143.99999983099,0
tropicana,3.19,11008.0000002958,0
tropicana,3.19,5760.00000005797,0
tropicana,3.19,10112.0000001351,0
tropicana,3.19,8447.99999961103,0
tropicana,3.19,8447.99999961103,1
tropicana,3.19,7424.00000025214,0
tropicana,3.04,5824.00000013674,0
tropicana,3.04,6655.99999999305,0
tropicana,3.04,6271.99999981031,0
tropicana,3.04,6912.00000011134,0
tropicana,3.19,10496.0000001693,0
tropicana,2.99,11839.9999995501,0
tropicana,2.99,9664.0000002455,0
tropicana,2.99,6271.99999981031,0
tropicana,2.99,7168.00000032424,0
tropicana,2.39,29503.9999894871,0
tropicana,2.39,8704.00000003721,0
tropicana,2.99,9280.00000018331,0
tropicana,2.59,12223.999999923,0
tropicana,2.59,10368.0000000824,0
tropicana,2.99,8127.99999985156,0
tropicana,2.99,5951.99999992306,0
tropicana,2.49,21695.9999991295,0
tropicana,2.99,7808.00000005521,0
tropicana,2.99,8127.99999985156,0
tropicana,2.99,7424.00000025214,0
tropicana,2.99,5951.99999992306,0
tropicana,2.99,7616.00000021933,0
tropicana,2.99,5312.00000023229,0
tropicana,1.49,161792.000060442,1
tropicana,2.99,17280.000000725,0
tropicana,1.99,47040.0000201092,1
tropicana,2.99,14463.9999995378,0
tropicana,1.99,52927.9999797094,1
tropicana,1.99,21183.9999992218,0
tropicana,2.99,7359.99999983129,0
